site,datetime,date,month,season,hs,hmax,tz,tp,dir,sst,month_num
Gold Coast,2024-12-31T14:00:00Z,2025-01-01,Jan,Summer,0.704,1.321,4.121,7.143,101.48,25.56,1
Gold Coast,2024-12-31T14:30:00Z,2025-01-01,Jan,Summer,0.714,1.272,4.305,5.714,105.09,25.56,1
Gold Coast,2024-12-31T15:00:00Z,2025-01-01,Jan,Summer,0.728,1.28,4.684,7.143,105,25.52,1
Gold Coast,2024-12-31T15:30:00Z,2025-01-01,Jan,Summer,0.714,1.234,4.425,7.143,104.21,25.52,1
Gold Coast,2024-12-31T16:00:00Z,2025-01-01,Jan,Summer,0.682,1.234,4.252,6.25,99.81,25.52,1
Gold Coast,2024-12-31T16:30:00Z,2025-01-01,Jan,Summer,0.699,1.167,4.139,6.452,103.07,25.52,1
Gold Coast,2024-12-31T17:00:00Z,2025-01-01,Jan,Summer,0.693,1.071,3.862,6.061,101.4,25.47,1
Gold Coast,2024-12-31T17:30:00Z,2025-01-01,Jan,Summer,0.685,1.224,3.933,5.882,105.09,25.47,1
Gold Coast,2024-12-31T18:00:00Z,2025-01-01,Jan,Summer,0.686,1.225,3.801,5.714,99.81,25.47,1
Gold Coast,2024-12-31T18:30:00Z,2025-01-01,Jan,Summer,0.708,1.317,3.704,6.667,102.63,25.47,1
Gold Coast,2024-12-31T19:00:00Z,2025-01-01,Jan,Summer,0.717,1.305,3.858,6.667,106.5,25.47,1
Gold Coast,2024-12-31T19:30:00Z,2025-01-01,Jan,Summer,0.708,1.269,3.849,5.556,108.43,25.52,1
Gold Coast,2024-12-31T20:00:00Z,2025-01-01,Jan,Summer,0.682,1.148,3.941,5.714,114.06,25.47,1
Gold Coast,2024-12-31T20:30:00Z,2025-01-01,Jan,Summer,0.656,1.157,3.799,6.25,105.79,25.47,1
Gold Coast,2024-12-31T21:00:00Z,2025-01-01,Jan,Summer,0.684,1.211,3.837,5.714,109.04,25.47,1
Gold Coast,2024-12-31T21:30:00Z,2025-01-01,Jan,Summer,0.651,1.139,3.64,5.263,111.42,25.52,1
Gold Coast,2024-12-31T22:00:00Z,2025-01-01,Jan,Summer,0.719,1.292,3.776,5.405,100.87,25.56,1
Gold Coast,2024-12-31T22:30:00Z,2025-01-01,Jan,Summer,0.715,1.171,3.845,5.882,122.76,25.56,1
Gold Coast,2024-12-31T23:00:00Z,2025-01-01,Jan,Summer,0.723,1.366,3.838,5.882,105.62,25.66,1
Gold Coast,2024-12-31T23:30:00Z,2025-01-01,Jan,Summer,0.738,1.194,4.179,5.882,100.34,25.7,1
Gold Coast,2025-01-01T00:00:00Z,2025-01-01,Jan,Summer,0.738,1.223,4.176,6.061,111.42,25.7,1
Gold Coast,2025-01-01T00:30:00Z,2025-01-01,Jan,Summer,0.784,1.803,4.043,6.061,109.13,25.8,1
Gold Coast,2025-01-01T01:00:00Z,2025-01-01,Jan,Summer,0.777,1.323,4.024,5.882,100.25,25.75,1
Gold Coast,2025-01-01T01:30:00Z,2025-01-01,Jan,Summer,0.807,1.325,3.917,6.25,104.82,25.8,1
Gold Coast,2025-01-01T02:00:00Z,2025-01-01,Jan,Summer,0.822,1.48,3.892,6.897,105.35,25.8,1
Gold Coast,2025-01-01T02:30:00Z,2025-01-01,Jan,Summer,0.88,1.427,4.198,6.061,105.97,25.8,1
Gold Coast,2025-01-01T03:00:00Z,2025-01-01,Jan,Summer,0.967,1.533,4.309,6.452,103.33,25.8,1
Gold Coast,2025-01-01T03:30:00Z,2025-01-01,Jan,Summer,0.93,1.695,4.151,6.061,101.57,25.8,1
Gold Coast,2025-01-01T04:00:00Z,2025-01-01,Jan,Summer,0.967,1.703,3.758,5.882,102.1,25.84,1
Gold Coast,2025-01-01T04:30:00Z,2025-01-01,Jan,Summer,1.03,1.678,3.778,6.452,103.15,25.8,1
Gold Coast,2025-01-01T05:00:00Z,2025-01-01,Jan,Summer,1.158,2.118,4.028,6.897,102.1,25.84,1
Gold Coast,2025-01-01T05:30:00Z,2025-01-01,Jan,Summer,1.113,1.798,4.015,6.897,98.06,25.8,1
Gold Coast,2025-01-01T06:00:00Z,2025-01-01,Jan,Summer,1.183,2.051,4.276,6.667,103.07,25.84,1
Gold Coast,2025-01-01T06:30:00Z,2025-01-01,Jan,Summer,1.121,2.256,4.051,6.897,98.23,25.8,1
Gold Coast,2025-01-01T07:00:00Z,2025-01-01,Jan,Summer,1.202,2.042,4.241,6.667,105.44,25.8,1
Gold Coast,2025-01-01T07:30:00Z,2025-01-01,Jan,Summer,1.216,1.995,4.346,6.897,108.08,25.8,1
Gold Coast,2025-01-01T08:00:00Z,2025-01-01,Jan,Summer,1.163,1.97,4.454,6.452,108.17,25.8,1
Gold Coast,2025-01-01T08:30:00Z,2025-01-01,Jan,Summer,1.203,2.388,4.515,6.667,104.65,25.8,1
Gold Coast,2025-01-01T09:00:00Z,2025-01-01,Jan,Summer,1.137,2.006,4.406,6.897,109.84,25.8,1
Gold Coast,2025-01-01T09:30:00Z,2025-01-01,Jan,Summer,1.234,1.862,4.558,6.897,101.48,25.8,1
Gold Coast,2025-01-01T10:00:00Z,2025-01-01,Jan,Summer,1.246,2.038,4.638,7.407,102.98,25.75,1
Gold Coast,2025-01-01T10:30:00Z,2025-01-01,Jan,Summer,1.179,2.505,4.48,6.897,105.7,25.75,1
Gold Coast,2025-01-01T11:00:00Z,2025-01-01,Jan,Summer,1.145,1.983,4.41,6.897,108.52,25.75,1
Gold Coast,2025-01-01T11:30:00Z,2025-01-01,Jan,Summer,1.172,1.735,4.541,6.667,101.84,25.75,1
Gold Coast,2025-01-01T12:00:00Z,2025-01-01,Jan,Summer,1.178,1.972,4.643,6.667,97.7,25.75,1
Gold Coast,2025-01-01T12:30:00Z,2025-01-01,Jan,Summer,1.129,1.769,4.528,6.061,95.59,25.75,1
Gold Coast,2025-01-01T13:00:00Z,2025-01-01,Jan,Summer,1.103,2.125,4.474,6.667,94.19,25.75,1
Gold Coast,2025-01-01T13:30:00Z,2025-01-01,Jan,Summer,1.183,1.933,4.571,6.667,101.92,25.75,1
Gold Coast,2025-01-01T14:00:00Z,2025-01-02,Jan,Summer,1.132,2.02,4.615,6.897,95.95,25.75,1
Gold Coast,2025-01-01T14:30:00Z,2025-01-02,Jan,Summer,1.121,1.874,4.448,6.897,105.18,25.75,1
Gold Coast,2025-01-01T15:00:00Z,2025-01-02,Jan,Summer,1.188,1.87,4.596,7.143,102.19,25.75,1
Gold Coast,2025-01-01T15:30:00Z,2025-01-02,Jan,Summer,1.205,1.857,4.747,7.143,97.97,25.75,1
Gold Coast,2025-01-01T16:00:00Z,2025-01-02,Jan,Summer,1.211,1.961,4.818,6.452,97.35,25.75,1
Gold Coast,2025-01-01T16:30:00Z,2025-01-02,Jan,Summer,1.193,2.124,4.85,7.143,95.59,25.75,1
Gold Coast,2025-01-01T17:00:00Z,2025-01-02,Jan,Summer,1.189,1.98,4.741,7.143,95.68,25.75,1
Gold Coast,2025-01-01T17:30:00Z,2025-01-02,Jan,Summer,1.184,2.06,4.553,6.897,87.15,25.75,1
Gold Coast,2025-01-01T18:00:00Z,2025-01-02,Jan,Summer,1.209,2.155,4.47,7.143,91.64,25.75,1
Gold Coast,2025-01-01T18:30:00Z,2025-01-02,Jan,Summer,1.17,1.963,4.447,6.667,87.42,25.75,1
Gold Coast,2025-01-01T19:00:00Z,2025-01-02,Jan,Summer,1.17,2.034,4.78,6.897,95.33,25.75,1
Gold Coast,2025-01-01T19:30:00Z,2025-01-02,Jan,Summer,1.19,2.153,4.652,6.897,94.54,25.7,1
Gold Coast,2025-01-01T20:00:00Z,2025-01-02,Jan,Summer,1.204,1.984,4.075,6.452,95.42,25.7,1
Gold Coast,2025-01-01T20:30:00Z,2025-01-02,Jan,Summer,1.271,2.019,4.5,5.882,96.12,25.7,1
Gold Coast,2025-01-01T21:00:00Z,2025-01-02,Jan,Summer,1.277,2.37,4.99,6.897,93.92,25.75,1
Gold Coast,2025-01-01T21:30:00Z,2025-01-02,Jan,Summer,1.262,2.151,4.819,6.061,86.63,25.7,1
Gold Coast,2025-01-01T22:00:00Z,2025-01-02,Jan,Summer,1.201,1.919,4.777,7.407,83.73,25.75,1
Gold Coast,2025-01-01T22:30:00Z,2025-01-02,Jan,Summer,1.241,2.389,4.596,8,93.31,25.75,1
Gold Coast,2025-01-01T23:00:00Z,2025-01-02,Jan,Summer,1.165,2.09,4.287,7.692,78.71,25.8,1
Gold Coast,2025-01-01T23:30:00Z,2025-01-02,Jan,Summer,1.162,1.939,4.378,6.452,85.31,25.8,1
Gold Coast,2025-01-02T00:00:00Z,2025-01-02,Jan,Summer,1.221,2.425,4.398,8,81.79,25.8,1
Gold Coast,2025-01-02T00:30:00Z,2025-01-02,Jan,Summer,1.261,1.959,4.479,6.452,80.12,25.8,1
Gold Coast,2025-01-02T01:00:00Z,2025-01-02,Jan,Summer,1.161,2.371,4.282,7.692,76.34,25.8,1
Gold Coast,2025-01-02T01:30:00Z,2025-01-02,Jan,Summer,1.202,2.084,4.57,7.692,78.8,25.84,1
Gold Coast,2025-01-02T02:00:00Z,2025-01-02,Jan,Summer,1.185,1.884,4.22,7.692,85.31,25.84,1
Gold Coast,2025-01-02T02:30:00Z,2025-01-02,Jan,Summer,1.28,2.756,4.334,6.452,89.97,25.84,1
Gold Coast,2025-01-02T03:00:00Z,2025-01-02,Jan,Summer,1.2,1.829,4.151,7.407,78.28,25.84,1
Gold Coast,2025-01-02T03:30:00Z,2025-01-02,Jan,Summer,1.245,2.227,4.08,7.692,78.01,25.84,1
Gold Coast,2025-01-02T04:00:00Z,2025-01-02,Jan,Summer,1.217,2.119,4.11,7.143,79.24,25.84,1
Gold Coast,2025-01-02T04:30:00Z,2025-01-02,Jan,Summer,1.26,2.558,4.138,7.692,78.54,25.84,1
Gold Coast,2025-01-02T05:00:00Z,2025-01-02,Jan,Summer,1.261,2.286,4.226,8,78.71,25.84,1
Gold Coast,2025-01-02T05:30:00Z,2025-01-02,Jan,Summer,1.193,1.887,4.106,6.452,80.91,25.84,1
Gold Coast,2025-01-02T06:00:00Z,2025-01-02,Jan,Summer,1.16,1.975,4.119,7.692,78.8,25.84,1
Gold Coast,2025-01-02T06:30:00Z,2025-01-02,Jan,Summer,1.18,2.299,3.989,6.452,94.19,25.84,1
Gold Coast,2025-01-02T07:00:00Z,2025-01-02,Jan,Summer,1.197,2.319,3.919,7.692,97.18,25.84,1
Gold Coast,2025-01-02T07:30:00Z,2025-01-02,Jan,Summer,1.196,2.264,3.908,5.128,95.77,25.84,1
Gold Coast,2025-01-02T08:00:00Z,2025-01-02,Jan,Summer,1.256,2.112,4.009,7.143,86.36,25.84,1
Gold Coast,2025-01-02T08:30:00Z,2025-01-02,Jan,Summer,1.312,2.599,4.128,5.263,102.28,25.84,1
Gold Coast,2025-01-02T09:00:00Z,2025-01-02,Jan,Summer,1.268,2.021,4.066,5.405,95.68,25.84,1
Gold Coast,2025-01-02T09:30:00Z,2025-01-02,Jan,Summer,1.258,2.151,4.157,5.714,103.68,25.84,1
Gold Coast,2025-01-02T10:00:00Z,2025-01-02,Jan,Summer,1.27,2.125,4.104,5.405,102.19,25.84,1
Gold Coast,2025-01-02T10:30:00Z,2025-01-02,Jan,Summer,1.295,2.092,4.079,6.061,104.21,25.84,1
Gold Coast,2025-01-02T11:00:00Z,2025-01-02,Jan,Summer,1.226,2.065,4.179,5.882,103.33,25.84,1
Gold Coast,2025-01-02T11:30:00Z,2025-01-02,Jan,Summer,1.183,2.018,4,5.556,103.59,25.89,1
Gold Coast,2025-01-02T12:00:00Z,2025-01-02,Jan,Summer,1.19,2.092,4.061,5.556,104.91,25.89,1
Gold Coast,2025-01-02T12:30:00Z,2025-01-02,Jan,Summer,1.193,2.042,4.047,5.714,97.79,25.94,1
Gold Coast,2025-01-02T13:00:00Z,2025-01-02,Jan,Summer,1.153,1.799,3.882,6.061,96.56,25.94,1
Gold Coast,2025-01-02T13:30:00Z,2025-01-02,Jan,Summer,1.223,1.966,4.108,5.882,96.56,25.94,1
Gold Coast,2025-01-02T14:00:00Z,2025-01-03,Jan,Summer,1.278,2.019,4.249,6.25,93.57,25.99,1
Gold Coast,2025-01-02T14:30:00Z,2025-01-03,Jan,Summer,1.347,2.153,4.237,6.25,99.37,25.99,1
Gold Coast,2025-01-02T15:00:00Z,2025-01-03,Jan,Summer,1.387,2.191,4.436,5.556,80.91,25.99,1
Gold Coast,2025-01-02T15:30:00Z,2025-01-03,Jan,Summer,1.478,2.278,4.389,6.667,88.65,25.99,1
Gold Coast,2025-01-02T16:00:00Z,2025-01-03,Jan,Summer,1.51,2.47,4.632,6.061,91.73,25.99,1
Gold Coast,2025-01-02T16:30:00Z,2025-01-03,Jan,Summer,1.393,2.294,4.425,6.061,87.15,26.03,1
Gold Coast,2025-01-02T17:00:00Z,2025-01-03,Jan,Summer,1.474,2.686,4.634,6.667,87.77,25.99,1
Gold Coast,2025-01-02T17:30:00Z,2025-01-03,Jan,Summer,1.334,2.097,4.437,6.897,80.3,25.99,1
Gold Coast,2025-01-02T18:00:00Z,2025-01-03,Jan,Summer,1.405,2.407,4.809,6.667,88.39,25.99,1
Gold Coast,2025-01-02T18:30:00Z,2025-01-03,Jan,Summer,1.38,1.975,4.767,6.25,86.54,25.99,1
Gold Coast,2025-01-02T19:00:00Z,2025-01-03,Jan,Summer,1.36,2.028,4.635,6.25,92.43,25.99,1
Gold Coast,2025-01-02T19:30:00Z,2025-01-03,Jan,Summer,1.427,2.385,4.752,6.897,79.68,25.99,1
Gold Coast,2025-01-02T20:00:00Z,2025-01-03,Jan,Summer,1.464,2.37,4.919,6.897,81.88,25.99,1
Gold Coast,2025-01-02T20:30:00Z,2025-01-03,Jan,Summer,1.486,2.616,4.809,6.452,80.56,25.99,1
Gold Coast,2025-01-02T21:00:00Z,2025-01-03,Jan,Summer,1.528,2.813,4.748,7.407,78.45,25.99,1
Gold Coast,2025-01-02T21:30:00Z,2025-01-03,Jan,Summer,1.617,2.704,4.876,7.407,77.04,26.03,1
Gold Coast,2025-01-02T22:00:00Z,2025-01-03,Jan,Summer,1.641,2.891,5.108,7.407,77.4,25.99,1
Gold Coast,2025-01-02T22:30:00Z,2025-01-03,Jan,Summer,1.555,3.027,4.668,7.143,77.22,26.08,1
Gold Coast,2025-01-02T23:00:00Z,2025-01-03,Jan,Summer,1.593,2.552,5.152,7.143,83.29,26.08,1
Gold Coast,2025-01-02T23:30:00Z,2025-01-03,Jan,Summer,1.602,3.16,4.801,7.143,81.88,26.08,1
Gold Coast,2025-01-03T00:00:00Z,2025-01-03,Jan,Summer,1.609,2.914,5.033,6.667,79.86,26.08,1
Gold Coast,2025-01-03T00:30:00Z,2025-01-03,Jan,Summer,1.603,2.679,5.066,7.143,81.7,26.13,1
Gold Coast,2025-01-03T01:00:00Z,2025-01-03,Jan,Summer,1.452,2.683,4.668,7.407,87.42,26.17,1
Gold Coast,2025-01-03T01:30:00Z,2025-01-03,Jan,Summer,1.6,2.71,4.936,7.407,88.03,26.17,1
Gold Coast,2025-01-03T02:00:00Z,2025-01-03,Jan,Summer,1.408,2.391,4.605,7.692,84.08,26.17,1
Gold Coast,2025-01-03T02:30:00Z,2025-01-03,Jan,Summer,1.506,2.522,4.405,7.407,81,26.17,1
Gold Coast,2025-01-03T03:00:00Z,2025-01-03,Jan,Summer,1.49,2.477,4.562,7.143,82.5,26.22,1
Gold Coast,2025-01-03T03:30:00Z,2025-01-03,Jan,Summer,1.436,2.431,4.591,6.25,91.29,26.22,1
Gold Coast,2025-01-03T04:00:00Z,2025-01-03,Jan,Summer,1.614,2.926,4.726,7.692,87.95,26.22,1
Gold Coast,2025-01-03T04:30:00Z,2025-01-03,Jan,Summer,1.511,2.505,4.54,6.897,81.7,26.22,1
Gold Coast,2025-01-03T05:00:00Z,2025-01-03,Jan,Summer,1.497,2.37,4.567,7.692,81.44,26.22,1
Gold Coast,2025-01-03T05:30:00Z,2025-01-03,Jan,Summer,1.593,2.763,4.718,7.407,85.13,26.22,1
Gold Coast,2025-01-03T06:00:00Z,2025-01-03,Jan,Summer,1.504,2.577,4.502,7.407,87.33,26.22,1
Gold Coast,2025-01-03T06:30:00Z,2025-01-03,Jan,Summer,1.526,3.188,4.568,6.897,82.93,26.22,1
Gold Coast,2025-01-03T07:00:00Z,2025-01-03,Jan,Summer,1.517,2.68,4.617,7.692,81.79,26.22,1
Gold Coast,2025-01-03T07:30:00Z,2025-01-03,Jan,Summer,1.466,2.429,4.529,7.407,87.15,26.22,1
Gold Coast,2025-01-03T08:00:00Z,2025-01-03,Jan,Summer,1.525,2.594,4.63,6.667,89.09,26.17,1
Gold Coast,2025-01-03T08:30:00Z,2025-01-03,Jan,Summer,1.481,2.557,4.808,7.407,89.18,26.17,1
Gold Coast,2025-01-03T09:00:00Z,2025-01-03,Jan,Summer,1.488,2.786,4.762,7.407,87.42,26.17,1
Gold Coast,2025-01-03T09:30:00Z,2025-01-03,Jan,Summer,1.597,2.888,4.716,7.407,89.79,26.17,1
Gold Coast,2025-01-03T10:00:00Z,2025-01-03,Jan,Summer,1.655,2.902,4.813,7.143,92.6,26.17,1
Gold Coast,2025-01-03T10:30:00Z,2025-01-03,Jan,Summer,1.559,2.663,4.537,6.25,93.75,26.17,1
Gold Coast,2025-01-03T11:00:00Z,2025-01-03,Jan,Summer,1.731,2.753,5.044,6.897,88.74,26.13,1
Gold Coast,2025-01-03T11:30:00Z,2025-01-03,Jan,Summer,1.679,2.933,4.764,7.407,92.08,26.13,1
Gold Coast,2025-01-03T12:00:00Z,2025-01-03,Jan,Summer,1.71,2.495,4.986,7.143,88.03,26.08,1
Gold Coast,2025-01-03T12:30:00Z,2025-01-03,Jan,Summer,1.806,3.634,5.016,6.667,92.52,26.08,1
Gold Coast,2025-01-03T13:00:00Z,2025-01-03,Jan,Summer,1.97,3.831,5.127,7.692,94.98,26.08,1
Gold Coast,2025-01-03T13:30:00Z,2025-01-03,Jan,Summer,1.878,3.122,5.11,6.897,98.06,26.08,1
Gold Coast,2025-01-03T14:00:00Z,2025-01-04,Jan,Summer,1.909,3.058,5.061,8.333,90.67,26.03,1
Gold Coast,2025-01-03T14:30:00Z,2025-01-04,Jan,Summer,1.963,3.478,5.457,7.407,90.93,25.99,1
Gold Coast,2025-01-03T15:00:00Z,2025-01-04,Jan,Summer,1.912,3.647,5.338,6.897,89,25.99,1
Gold Coast,2025-01-03T15:30:00Z,2025-01-04,Jan,Summer,1.874,3.427,5.176,7.407,93.4,25.99,1
Gold Coast,2025-01-03T16:00:00Z,2025-01-04,Jan,Summer,1.93,3.223,5.256,7.692,97.53,25.99,1
Gold Coast,2025-01-03T16:30:00Z,2025-01-04,Jan,Summer,1.867,3.534,5.279,8,90.41,25.99,1
Gold Coast,2025-01-03T17:00:00Z,2025-01-04,Jan,Summer,1.815,2.893,5.004,8,93.92,25.99,1
Gold Coast,2025-01-03T17:30:00Z,2025-01-04,Jan,Summer,1.869,3.486,5.167,8.333,96.47,25.99,1
Gold Coast,2025-01-03T18:00:00Z,2025-01-04,Jan,Summer,1.72,2.848,5.064,8,101.4,25.99,1
Gold Coast,2025-01-03T18:30:00Z,2025-01-04,Jan,Summer,1.703,2.682,5.026,8,89.62,25.99,1
Gold Coast,2025-01-03T19:00:00Z,2025-01-04,Jan,Summer,1.607,2.538,5.075,7.143,88.21,25.99,1
Gold Coast,2025-01-03T19:30:00Z,2025-01-04,Jan,Summer,1.634,2.998,5.089,8.333,92.52,25.94,1
Gold Coast,2025-01-03T20:00:00Z,2025-01-04,Jan,Summer,1.616,2.666,5.245,8.333,86.28,25.94,1
Gold Coast,2025-01-03T20:30:00Z,2025-01-04,Jan,Summer,1.605,2.752,5.285,8.333,91.64,25.99,1
Gold Coast,2025-01-03T21:00:00Z,2025-01-04,Jan,Summer,1.56,2.619,5.034,8,92.96,25.99,1
Gold Coast,2025-01-03T21:30:00Z,2025-01-04,Jan,Summer,1.454,2.713,4.917,8.333,106.41,25.99,1
Gold Coast,2025-01-03T22:00:00Z,2025-01-04,Jan,Summer,1.405,2.315,5.008,7.407,80.12,25.99,1
Gold Coast,2025-01-03T22:30:00Z,2025-01-04,Jan,Summer,1.375,2.325,5.192,8.333,86.63,25.99,1
Gold Coast,2025-01-03T23:00:00Z,2025-01-04,Jan,Summer,1.436,2.249,5.211,8,93.4,25.99,1
Gold Coast,2025-01-03T23:30:00Z,2025-01-04,Jan,Summer,1.293,2.384,4.898,7.692,97.7,25.94,1
Gold Coast,2025-01-04T00:00:00Z,2025-01-04,Jan,Summer,1.337,2.122,4.784,7.692,102.19,25.99,1
Gold Coast,2025-01-04T00:30:00Z,2025-01-04,Jan,Summer,1.433,2.324,4.622,7.692,92.6,25.94,1
Gold Coast,2025-01-04T01:00:00Z,2025-01-04,Jan,Summer,1.439,2.597,4.804,8,86.19,25.94,1
Gold Coast,2025-01-04T01:30:00Z,2025-01-04,Jan,Summer,1.402,3.033,4.903,8,88.3,25.94,1
Gold Coast,2025-01-04T02:00:00Z,2025-01-04,Jan,Summer,1.39,2.505,4.456,8,85.13,25.94,1
Gold Coast,2025-01-04T02:30:00Z,2025-01-04,Jan,Summer,1.384,2.765,4.496,8.333,80.39,25.99,1
Gold Coast,2025-01-04T03:00:00Z,2025-01-04,Jan,Summer,1.464,2.345,4.582,6.667,89.62,25.99,1
Gold Coast,2025-01-04T03:30:00Z,2025-01-04,Jan,Summer,1.428,2.482,4.533,8,87.24,25.99,1
Gold Coast,2025-01-04T04:00:00Z,2025-01-04,Jan,Summer,1.415,2.37,4.416,8,84.34,25.94,1
Gold Coast,2025-01-04T04:30:00Z,2025-01-04,Jan,Summer,1.534,2.672,4.6,8,87.77,25.99,1
Gold Coast,2025-01-04T05:00:00Z,2025-01-04,Jan,Summer,1.497,2.21,4.648,7.407,86.63,25.99,1
Gold Coast,2025-01-04T05:30:00Z,2025-01-04,Jan,Summer,1.483,2.648,4.649,7.143,85.22,25.99,1
Gold Coast,2025-01-04T06:00:00Z,2025-01-04,Jan,Summer,1.527,2.728,4.82,8,83.37,25.99,1
Gold Coast,2025-01-04T06:30:00Z,2025-01-04,Jan,Summer,1.584,2.491,5.022,7.407,85.75,25.99,1
Gold Coast,2025-01-04T07:00:00Z,2025-01-04,Jan,Summer,1.458,2.206,4.696,7.692,84.96,25.99,1
Gold Coast,2025-01-04T07:30:00Z,2025-01-04,Jan,Summer,1.43,2.405,4.639,7.692,90.5,25.99,1
Gold Coast,2025-01-04T08:00:00Z,2025-01-04,Jan,Summer,1.48,2.563,4.715,6.25,83.73,25.99,1
Gold Coast,2025-01-04T08:30:00Z,2025-01-04,Jan,Summer,1.374,2.537,4.661,7.407,80.56,25.99,1
Gold Coast,2025-01-04T09:00:00Z,2025-01-04,Jan,Summer,1.382,2.302,4.678,8,86.54,25.99,1
Gold Coast,2025-01-04T09:30:00Z,2025-01-04,Jan,Summer,1.435,2.321,5.153,6.897,86.19,25.94,1
Gold Coast,2025-01-04T10:00:00Z,2025-01-04,Jan,Summer,1.426,2.46,4.968,7.692,76.6,25.94,1
Gold Coast,2025-01-04T10:30:00Z,2025-01-04,Jan,Summer,1.346,2.586,4.688,7.692,81.26,25.94,1
Gold Coast,2025-01-04T11:00:00Z,2025-01-04,Jan,Summer,1.233,2.048,4.66,7.692,83.99,25.94,1
Gold Coast,2025-01-04T11:30:00Z,2025-01-04,Jan,Summer,1.264,2.016,4.742,7.692,86.63,25.94,1
Gold Coast,2025-01-04T12:00:00Z,2025-01-04,Jan,Summer,1.166,2.089,4.752,7.692,86.71,25.94,1
Gold Coast,2025-01-04T12:30:00Z,2025-01-04,Jan,Summer,1.185,1.942,4.731,8,79.42,25.89,1
Gold Coast,2025-01-04T13:00:00Z,2025-01-04,Jan,Summer,1.282,2.336,5.204,7.407,86.01,25.89,1
Gold Coast,2025-01-04T13:30:00Z,2025-01-04,Jan,Summer,1.253,2.149,4.894,7.407,77.48,25.84,1
Gold Coast,2025-01-04T14:00:00Z,2025-01-05,Jan,Summer,1.242,2.167,4.906,7.692,79.51,25.84,1
Gold Coast,2025-01-04T14:30:00Z,2025-01-05,Jan,Summer,1.096,2.252,4.848,7.407,66.06,25.84,1
Gold Coast,2025-01-04T15:00:00Z,2025-01-05,Jan,Summer,1.144,1.922,5.048,7.407,79.33,25.8,1
Gold Coast,2025-01-04T15:30:00Z,2025-01-05,Jan,Summer,1.162,2.152,5.261,7.407,78.63,25.8,1
Gold Coast,2025-01-04T16:00:00Z,2025-01-05,Jan,Summer,1.142,1.837,5.447,7.407,81.88,25.8,1
Gold Coast,2025-01-04T16:30:00Z,2025-01-05,Jan,Summer,1.153,1.739,5.72,7.143,73.18,25.8,1
Gold Coast,2025-01-04T17:00:00Z,2025-01-05,Jan,Summer,1.15,2.234,5.569,7.143,80.3,25.8,1
Gold Coast,2025-01-04T17:30:00Z,2025-01-05,Jan,Summer,1.152,2.038,5.81,7.143,74.23,25.75,1
Gold Coast,2025-01-04T18:00:00Z,2025-01-05,Jan,Summer,1.17,1.923,5.828,7.143,82.41,25.75,1
Gold Coast,2025-01-04T18:30:00Z,2025-01-05,Jan,Summer,1.173,1.82,5.715,7.407,82.76,25.75,1
Gold Coast,2025-01-04T19:00:00Z,2025-01-05,Jan,Summer,1.095,1.917,5.671,7.143,82.41,25.75,1
Gold Coast,2025-01-04T19:30:00Z,2025-01-05,Jan,Summer,1.101,1.984,5.71,7.143,80.47,25.7,1
Gold Coast,2025-01-04T20:00:00Z,2025-01-05,Jan,Summer,1.132,1.849,5.629,6.452,87.42,25.75,1
Gold Coast,2025-01-04T20:30:00Z,2025-01-05,Jan,Summer,1.217,1.955,5.63,6.897,82.32,25.7,1
Gold Coast,2025-01-04T21:00:00Z,2025-01-05,Jan,Summer,1.179,2.249,5.688,6.897,83.11,25.7,1
Gold Coast,2025-01-04T21:30:00Z,2025-01-05,Jan,Summer,1.101,2.079,5.163,7.143,80.47,25.75,1
Gold Coast,2025-01-04T22:00:00Z,2025-01-05,Jan,Summer,1.132,2.17,5.053,6.897,76.96,25.84,1
Gold Coast,2025-01-04T22:30:00Z,2025-01-05,Jan,Summer,1.129,2.058,5.075,7.407,83.37,25.84,1
Gold Coast,2025-01-04T23:00:00Z,2025-01-05,Jan,Summer,1.159,1.952,5.066,6.897,81.44,25.84,1
Gold Coast,2025-01-04T23:30:00Z,2025-01-05,Jan,Summer,1.088,1.814,4.467,6.452,76.96,25.89,1
Gold Coast,2025-01-05T00:00:00Z,2025-01-05,Jan,Summer,1.161,2.047,4.941,7.407,81,25.94,1
Gold Coast,2025-01-05T00:30:00Z,2025-01-05,Jan,Summer,1.132,1.97,4.849,7.143,75.64,25.94,1
Gold Coast,2025-01-05T01:00:00Z,2025-01-05,Jan,Summer,1.09,1.669,4.979,6.897,85.04,26.08,1
Gold Coast,2025-01-05T01:30:00Z,2025-01-05,Jan,Summer,1.123,1.805,4.942,6.897,83.64,26.13,1
Gold Coast,2025-01-05T02:00:00Z,2025-01-05,Jan,Summer,1.086,1.681,4.774,6.667,83.37,26.17,1
Gold Coast,2025-01-05T02:30:00Z,2025-01-05,Jan,Summer,1.069,1.836,4.764,6.667,89.26,26.32,1
Gold Coast,2025-01-05T03:00:00Z,2025-01-05,Jan,Summer,1.103,1.974,4.811,6.452,88.3,26.32,1
Gold Coast,2025-01-05T03:30:00Z,2025-01-05,Jan,Summer,1.033,1.841,4.651,6.897,77.75,26.36,1
Gold Coast,2025-01-05T04:00:00Z,2025-01-05,Jan,Summer,1.071,1.905,4.76,7.143,76.52,26.32,1
Gold Coast,2025-01-05T04:30:00Z,2025-01-05,Jan,Summer,1.05,1.84,4.822,7.692,76.78,26.36,1
